BUDGET:	500000.00
STATUS:	OPT
%OPTGAP:	0.00
PTNL_HABITAT:	2724.2813
NETGAIN:	0.0000

BARID	ACTION
0	0
700003	0
700004	0
700009	0
700016	0
700083	0
704310	0
704320	0
704323	0
704472	0
705073	0
705092	0
705093	0
705095	0
705101	0
705105	0
705106	0
705107	0
705114	0
705119	0
705120	0
705121	0
705122	0
705125	0
705126	0
705127	0
705135	0
705139	0
705158	0
705188	0
705192	0
705294	0
705649	0
705658	0
705661	0
705662	0
705666	0
705667	0
705668	0
705669	0
705670	0
705671	0
705679	0
705680	0
705681	0
705682	0
705685	0
705782	0
705783	0
705784	0
705785	0
705786	0
705788	0
705789	0
705790	0
705793	0
705803	0
705804	0
705807	0
705808	0
705810	0
705813	0
705814	0
705815	0
705817	0
705818	0
705819	0
705820	0
705821	0
705822	0
705823	0
705824	0
705825	0
705826	0
705827	0
705828	0
705829	0
705833	0
705838	0
705840	0
705841	0
705843	0
705848	0
705850	0
705851	0
705852	0
705853	0
705858	0
705859	0
705860	0
705863	0
705864	0
737407	0
705865	0
705866	0
705867	0
705869	0
705870	0
705871	0
705875	0
705876	0
705897	0
705898	0
705900	0
705901	0
705902	0
705920	0
705921	0
705922	0
705923	0
737408	0
705924	0
705925	0
705935	0
705936	0
705986	0
705987	0
705988	0
705989	0
705990	0
705991	0
706249	0
706250	0
706251	0
706252	0
706253	0
706254	0
706255	0
706256	0
706257	0
706258	0
706259	0
706260	0
706386	0
706387	0
706388	0
706389	0
706390	0
706391	0
706393	0
706395	0
706396	0
706397	0
706398	0
706402	0
706403	0
706404	0
706406	0
706407	0
706408	0
706412	0
706414	0
706415	0
706416	0
706417	0
706502	0
706505	0
706508	0
706509	0
706510	0
706511	0
706512	0
706513	0
706514	0
706515	0
706516	0
706517	0
706518	0
706519	0
706520	0
706521	0
706522	0
706523	0
706524	0
706525	0
706526	0
706527	0
706528	0
706529	0
706530	0
706531	0
706532	0
706533	0
706534	0
706536	0
706537	0
706538	0
706539	0
706540	0
706541	0
706542	0
706543	0
706544	0
706545	0
706546	0
706547	0
706548	0
706549	0
706550	0
706551	0
706552	0
706553	0
