BUDGET:	500000.00
STATUS:	OPT
%OPTGAP:	0.00
PTNL_HABITAT:	2724.2813
NETGAIN:	0.0000

BARID	ACTION
706554	0
706555	0
706556	0
706557	0
706558	0
706559	0
706560	0
706561	0
706562	0
706563	0
706564	0
706565	0
706566	0
706567	0
706568	0
706569	0
706570	0
706571	0
706572	0
706573	0
706574	0
706575	0
706576	0
706577	0
706578	0
706579	0
706580	0
706581	0
706582	0
706583	0
706584	0
706655	0
706656	0
706657	0
706658	0
706659	0
706660	0
706661	0
706663	0
706664	0
706665	0
706666	0
706667	0
706668	0
706670	0
706715	0
706716	0
706717	0
706718	0
706719	0
706720	0
706721	0
706722	0
706723	0
706724	0
706725	0
706726	0
706907	0
706949	0
706950	0
706951	0
706969	0
706984	0
706989	0
706992	0
706995	0
707078	0
707085	0
707088	0
707089	0
707090	0
707091	0
707092	0
707094	0
707095	0
707096	0
707097	0
707099	0
707100	0
707102	0
707103	0
707105	0
707106	0
707107	0
707110	0
707112	0
707128	0
707129	0
707133	0
707134	0
707135	0
707136	0
707137	0
707139	0
707144	0
707148	0
707157	0
707158	0
707159	0
707160	0
707370	0
707371	0
707372	0
707373	0
707376	0
707377	0
707408	0
707409	0
707414	0
707459	0
707463	0
707474	0
707482	0
707484	0
707490	0
707496	0
707501	0
707502	0
707511	0
707514	0
707517	0
707518	0
707543	0
707570	0
707579	0
707581	0
707652	0
707663	0
707666	0
707677	0
707678	0
707679	0
707683	0
707684	0
707689	0
707868	0
707872	0
707875	0
707888	0
707891	0
707893	0
707894	0
707900	0
707905	0
711881	0
711882	0
711883	0
711884	0
711885	0
711899	0
711922	0
711926	0
711956	0
711957	0
711960	0
711964	0
711992	0
712011	0
712013	0
712014	0
712017	0
712018	0
712021	0
712022	0
712023	0
712350	0
712351	0
712352	0
712354	0
712355	0
712356	0
712388	0
712389	0
712391	0
712392	0
712436	0
712437	0
712441	0
712453	0
712454	0
712456	0
712469	0
712471	0
712472	0
712474	0
712478	0
712479	0
712492	0
712508	0
712810	0
712811	0
712812	0
712822	0
712844	0
712845	0
712846	0
712847	0
712848	0
712849	0
712850	0
712851	0
737409	0
712853	0
712854	0
712855	0
712892	0
712893	0
712894	0
712895	0
712896	0
712897	0
712898	0
712899	0
712900	0
712901	0
712902	0
712903	0
712904	0
712905	0
712906	0
712909	0
712910	0
712911	0
712912	0
712914	0
712915	0
712916	0
712917	0
712918	0
712919	0
712920	0
712921	0
712922	0
712923	0
712924	0
712925	0
712926	0
712927	0
712930	0
712931	0
712932	0
712942	0
712943	0
712946	0
712947	0
712948	0
712949	0
712950	0
712951	0
712952	0
712953	0
712956	0
712957	0
712958	0
712959	0
712960	0
712961	0
712962	0
712963	0
712966	0
712967	0
712970	0
712971	0
712972	0
712974	0
712977	0
712978	0
712979	0
712980	0
712981	0
712982	0
712983	0
712984	0
712985	0
712990	0
712991	0
712992	0
712993	0
712994	0
712995	0
712996	0
712997	0
712998	0
712999	0
713000	0
713001	0
713002	0
713003	0
713004	0
713006	0
713007	0
713008	0
713009	0
713010	0
713011	0
713012	0
713013	0
713014	0
713015	0
713016	0
713017	0
713018	0
713019	0
713020	0
713021	0
713022	0
713023	0
713025	0
713026	0
713027	0
713034	0
713036	0
713037	0
713038	0
713039	0
713040	0
713041	0
713042	0
713043	0
713044	0
713045	0
713046	0
713047	0
713048	0
713051	0
713052	0
713053	0
713054	0
713055	0
713082	0
713089	0
713090	0
713092	0
713093	0
713094	0
713106	0
713110	0
713111	0
713112	0
713114	0
713115	0
713116	0
713119	0
713120	0
713121	0
713155	0
713156	0
713157	0
713158	0
713159	0
713190	0
737410	0
737411	0
713192	0
713193	0
713194	0
713196	0
713197	0
713199	0
713205	0
713207	0
713209	0
713216	0
713217	0
713218	0
713219	0
713220	0
713221	0
713222	0
713223	0
713224	0
713225	0
713226	0
713227	0
713228	0
713229	0
713230	0
713231	0
713232	0
713233	0
713360	0
713361	0
713362	0
713363	0
713364	0
713365	0
713367	0
713373	0
713376	0
713378	0
713383	0
713385	0
713392	0
713393	0
713394	0
713395	0
713396	0
713401	0
713402	0
713729	0
713731	0
713732	0
713733	0
713734	0
713736	0
713737	0
713738	0
713741	0
713742	0
713743	0
713744	0
713745	0
713746	0
713750	0
713751	0
713753	0
713754	0
713755	0
713756	0
713757	0
713758	0
713759	0
713760	0
713761	0
713762	0
713763	0
713764	0
713765	0
713766	0
713767	0
713867	0
713870	0
713871	0
713873	0
713874	0
713875	0
713883	0
713884	0
713885	0
713887	0
713891	0
713892	0
715022	0
715024	0
715026	0
715027	0
715070	0
715073	0
715093	0
715165	0
715239	0
715258	0
715259	0
715260	0
715261	0
715262	0
715263	0
715264	0
715265	0
715269	0
715280	0
715281	0
715282	0
715295	0
715300	0
715304	0
715307	0
715310	0
715330	0
715332	0
715333	0
715334	0
715339	0
715341	0
715342	0
715348	0
715351	0
715352	0
715353	0
715358	0
715359	0
715364	0
715366	0
715367	0
715369	0
715371	0
715372	0
715373	0
715375	0
715407	0
715409	0
715411	0
715429	0
715430	0
715432	0
715442	0
715444	0
715447	0
715448	0
715449	0
715453	0
715456	0
715460	0
715462	0
715463	0
715466	0
715472	0
715476	0
715477	0
715478	0
715481	0
715484	0
715485	0
715486	0
715487	0
715488	0
715502	0
715520	0
715524	0
715525	0
715526	0
715532	0
715533	0
715534	0
715535	0
715536	0
715538	0
715539	0
715540	0
715541	0
715543	0
715545	0
715546	0
715548	0
715549	0
715550	0
715551	0
715552	0
715553	0
737412	0
715554	0
715555	0
715556	0
715557	0
715558	0
715559	0
715560	0
715561	0
715562	0
715564	0
715779	0
716016	0
716277	0
716298	0
716384	0
716390	0
716736	0
716737	0
716738	0
716739	0
716740	0
716741	0
716744	0
716745	0
716746	0
716750	0
716845	0
716846	0
716848	0
716849	0
716850	0
716851	0
716852	0
716853	0
716854	0
716855	0
716856	0
716857	0
716858	0
716859	0
716860	0
716861	0
716864	0
716865	0
716866	0
716867	0
716868	0
716869	0
716870	0
716874	0
716875	0
716881	0
716996	0
717113	0
717181	0
717182	0
717742	0
717743	0
718442	0
718701	0
718702	0
718703	0
718704	0
718705	0
718757	0
718828	0
718872	0
718873	0
718874	0
718926	0
718927	0
719057	0
719058	0
719100	0
719138	0
719162	0
719280	0
719282	0
719298	0
719371	0
719419	0
719449	0
719509	0
719528	0
719583	0
719900	0
719934	0
720194	0
720259	0
720271	0
720338	0
720368	0
720375	0
720485	0
720502	0
720504	0
720554	0
720555	0
720557	0
720690	0
720718	0
720787	0
720802	0
720805	0
720822	0
720826	0
720830	0
720831	0
720833	0
720834	0
720835	0
720836	0
720840	0
720850	0
720851	0
720852	0
720857	0
720858	0
720956	0
720957	0
720961	0
720967	0
720968	0
720969	0
720970	0
720971	0
720972	0
720973	0
720974	0
720976	0
720978	0
721046	0
721047	0
721051	0
721052	0
721089	0
721096	0
721148	0
721166	0
721167	0
721168	0
721169	0
721170	0
721197	0
721208	0
721215	0
721216	0
721217	0
721218	0
721219	0
721222	0
721238	0
721291	0
721422	0
721589	0
721591	0
721594	0
721596	0
721613	0
721615	0
721617	0
721738	0
721740	0
721823	0
721824	0
721827	0
721828	0
721830	0
721838	0
721846	0
721847	0
721848	0
721853	0
721854	0
721868	0
721884	0
721887	0
721903	0
721913	0
721965	0
721966	0
722022	0
722024	0
722025	0
722067	0
722071	0
722074	0
722075	0
722082	0
722089	0
722090	0
722092	0
722093	0
722125	0
722152	0
722153	0
722155	0
722158	0
722159	0
722177	0
722179	0
722191	0
722202	0
722203	0
722208	0
722227	0
722228	0
722229	0
722230	0
722231	0
722232	0
722233	0
722234	0
722235	0
722236	0
722264	0
722265	0
722282	0
722285	0
722286	0
722287	0
722288	0
722293	0
722298	0
722299	0
722302	0
722305	0
722306	0
722307	0
722309	0
722311	0
722312	0
722313	0
722314	0
722315	0
722327	0
722329	0
722330	0
722365	0
722367	0
722369	0
722439	0
722447	0
722587	0
722588	0
722688	0
722709	0
722724	0
722759	0
722813	0
722814	0
722815	0
722821	0
722823	0
722884	0
722973	0
723194	0
723276	0
723279	0
723280	0
723281	0
723286	0
723489	0
723491	0
723493	0
723659	0
730535	0
730536	0
730539	0
730540	0
730541	0
730550	0
730710	0
730712	0
730713	0
730714	0
730715	0
730716	0
730717	0
730718	0
730721	0
730723	0
730724	0
730725	0
730726	0
730728	0
730729	0
730737	0
730742	0
730745	0
730746	0
730747	0
730748	0
730749	0
730750	0
730751	0
730752	0
730753	0
730755	0
730760	0
730764	0
730765	0
730767	0
730768	0
730769	0
730770	0
730772	0
730773	0
730774	0
730775	0
730777	0
730779	0
730780	0
730781	0
730782	0
730783	0
730784	0
730785	0
730786	0
730787	0
730788	0
730790	0
730791	0
730792	0
730793	0
730794	0
730795	0
730797	0
730798	0
730799	0
730800	0
730803	0
730804	0
730805	0
730806	0
730807	0
730808	0
730809	0
730810	0
730811	0
730812	0
730814	0
730817	0
730819	0
730821	0
730822	0
730825	0
730831	0
730832	0
730833	0
730834	0
730835	0
730838	0
730839	0
730842	0
730843	0
730844	0
730845	0
730846	0
730850	0
730854	0
730855	0
730857	0
730858	0
730859	0
737413	0
730860	0
730861	0
730862	0
730866	0
730867	0
731064	0
731110	0
731679	0
735068	0
735069	0
735087	0
735088	0
735089	0
735090	0
735091	0
735092	0
735093	0
737414	0
735094	0
735095	0
735096	0
735097	0
735098	0
735099	0
735100	0
735101	0
735102	0
735104	0
735105	0
735106	0
735193	0
735194	0
735195	0
735196	0
736714	0
736717	0
736723	0
736724	0
736727	0
736735	0
736738	0
736739	0
736740	0
736741	0
736742	0
736743	0
736744	0
736745	0
736746	0
736748	0
736749	0
736751	0
736753	0
737415	0
736754	0
736770	0
736789	0
736790	0
736796	0
736799	0
736800	0
736801	0
736802	0
736803	0
736804	0
736807	0
736808	0
736809	0
736810	0
736811	0
736812	0
736813	0
736838	0
736839	0
736840	0
736841	0
736842	0
736843	0
736844	0
736845	0
736846	0
736847	0
736848	0
736850	0
736919	0
736920	0
737016	0
737023	0
737024	0
737026	0
737272	0
737277	0
737290	0
737360	0
737363	0
737364	0
737366	0
737401	0
737402	0
737403	0
737404	0
737405	0
737406	0
737416	0
737417	0
737418	0
737419	0
737420	0
737421	0
757948	0
758002	0
758009	0
758010	0
758014	0
758018	0
758019	0
758021	0
758022	0
758026	0
758027	0
758030	0
758032	0
758033	0
758034	0
758040	0
758112	0
758118	0
758239	0
758260	0
758262	0
758553	0
758554	0
758555	0
758556	0
758557	0
758558	0
758559	0
758561	0
758562	0
758563	0
758564	0
758565	0
758569	0
758571	0
758573	0
758575	0
758577	0
758578	0
758580	0
758581	0
758582	0
758583	0
758584	0
758586	0
758591	0
758594	0
758595	0
758596	0
758607	0
758776	0
758777	0
758778	0
758779	0
758780	0
758786	0
758788	0
758999	0
759000	0
759002	0
759003	0
759004	0
759005	0
759057	0
759946	0
759947	0
759948	0
759949	0
762588	0
762589	0
764902	0
764903	0
703864	0
735108	0
735109	0
735111	0
735112	0
735113	0
735114	0
735115	0
735116	0
735117	0
735118	0
735119	0
735120	0
735121	0
735122	0
735123	0
735124	0
